nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,soil_moisture,crop
114.09126247061843,,40.10669909788828,18.741613053577844,83.64032268730344,6.73439905171255,31.267088762157638,75.01890218328433,wheat
194.0288074676909,55.3587989765339,92.37870914402313,16.569198857475442,63.66370092003176,6.784648663612848,221.50174332776544,,sugarcane
133.40674694287426,32.07958283965368,,32.36180437675802,66.9841235491752,7.144747653580927,207.58587151617076,20.31041940033574,cotton
25.186404085235605,88.83423967415513,93.09568258559968,27.90144964709107,36.84725788140882,6.08279885360462,187.1841198568991,47.3494761480287,soybean
204.22628209976153,78.70031790000193,105.01851220387691,31.93382922335264,85.11499008792455,6.718815182041208,235.18134932863762,,sugarcane
137.28972449027137,94.92163478408882,205.85504392399616,17.63234423831688,63.31615829049527,6.5388482278948645,225.43621957493824,73.36343937394165,potato
127.17766675034628,94.41489024773156,,45.28228729938109,72.90181649740308,7.740444363941373,53.12586805584047,69.06553760099656,cotton
38.895014801831486,81.06465154430464,,37.61235568717925,79.4125898704375,6.42872363893194,86.33265327328996,77.78598242301501,soybean
103.64684533729287,54.7309484087953,60.89784044415732,24.659285036546944,39.62977136913665,6.834333104499763,299.49586300461567,36.66271329918089,wheat
133.7438298560818,67.3736620026549,50.01941800584776,28.126370764028984,49.92812451576363,6.7633364294031715,232.17900046630194,66.69604350334959,maize
104.36632283148086,49.050325925123886,56.6687943123553,29.156339068873077,49.113573445515414,6.25661736352417,190.64545985711237,63.238977360621234,rice
,69.54403438329211,73.70190426808955,12.21756220844534,36.746999926518704,7.06245096460019,143.9803473096316,55.89525503932287,maize
150.20580050259855,64.89199985802509,111.31824790914453,35.771254105184624,51.883747444263044,6.5151200098617625,167.7584689990888,52.37181622024989,sugarcane
66.13266640566107,20.61656558351051,50.17227952703925,23.864113353761308,31.075822979958936,7.117689622029406,45.80603582397008,69.07600917802742,wheat
149.61349148878287,58.12393981094639,68.59533497935361,33.54972033242449,59.76954476006698,6.397810079095683,139.86087527080383,55.43527931245341,maize
54.11848124456846,87.71967982086625,88.1730801915624,34.12302973175336,67.19824842481513,6.062287875170066,56.53295645162217,52.76192386794773,soybean
201.2406248030614,110.63110766189946,97.308650531934,23.337641419468767,64.18538203065677,7.467584055844972,41.37866975776745,72.78913117362764,sugarcane
30.16038957937091,73.16848944109452,74.93310818010886,21.67702027672715,34.917229748719016,5.91546157589497,214.59237245343937,34.64814005909606,soybean
,69.32498408902808,60.5736419721078,29.158823727287498,31.513928589329016,7.2065430816642655,228.98901456201176,30.347521693083088,maize
40.48965934044574,84.82495648834463,111.42802103856967,34.26554250871344,49.796931883896576,8.144766030199712,128.6376660427648,28.548181564941814,soybean
58.41030001588719,67.28024987852741,88.30111162050994,31.750075452863257,33.61345543077436,5.72113557338561,203.15109800030262,22.568903046837164,soybean
19.155327959889064,86.6230093946069,98.57489768974646,26.37282263395867,75.34945779792447,7.484923607131416,139.92309488934723,23.24764223858742,soybean
42.68081212355956,51.06169232811694,109.29417538783973,33.75643550127024,68.21794163792345,7.388935546340491,,20.256981327601856,soybean
123.06958940251133,24.13534986775613,142.09528610721347,25.409858041171415,51.99283602629322,5.91439717358517,51.95890232426763,46.04372092974853,sugarcane
181.42670321387467,88.25414326635551,175.81277390856474,21.66939957320057,74.74552352425147,5.971803263930368,89.28924761252904,,potato
118.28023194879809,70.25605011398359,66.30488863885533,24.87825763611786,34.060899878397656,7.341464957860034,104.96786391582677,57.36079028111175,maize
110.05517879021812,42.14264155380241,59.41183094817487,35.173238583053816,57.12076005138504,6.56930249059554,,60.81526525796586,cotton
41.83035707535679,65.49519383463962,102.5924759806021,34.58201835436173,87.46482307717542,6.711541400182246,290.76702685004074,48.9676926863126,soybean
116.38407287015852,81.41192120654695,164.86473729294227,10.785722719444616,58.94401610973278,5.287060124033135,259.10796258466996,43.13008241762938,potato
112.03087965483114,104.30244329200492,163.89885706286444,24.81764580672838,68.23869751072665,5.455481323941483,89.43684596672702,57.90657669065153,potato
142.46975179459454,98.14920739185754,196.2013908167019,14.124425313935165,38.287404306981685,5.754111347766134,247.68250125426957,28.290564805428957,potato
66.70433832582145,54.18377200961177,43.10892754328431,31.01750847153987,45.767803403627376,6.459494156343744,273.90798839101785,26.629354706043415,rice
93.54774487607484,99.94694902418894,174.3485655206575,14.68819247285066,63.2634900743735,,213.32950863221714,48.489671522359316,potato
85.54860465418088,87.18870207741027,,,61.48463821059997,5.475109356860331,229.38042910549024,40.172772139698814,rice
167.15682754775113,59.9672203369435,101.67347594718262,23.98431544449511,82.3166877859891,6.563522866297863,83.47399160959563,46.92000586454478,sugarcane
156.76346538371297,36.855220099411305,99.55786743092096,35.788422604904895,79.17747588627881,7.283623120501812,219.19576515990346,46.540407256731726,cotton
78.41347440444225,51.701136031729206,51.736583797681234,20.077394556613296,61.608778361474045,6.604659315965462,238.49790266871128,56.22324306964018,wheat
98.0610288953186,94.3790373154043,,26.55337803626496,87.78154831023065,5.165175700039919,154.81142604423056,,rice
161.48431329488693,87.41756700377863,115.23108492989157,,88.57563866504927,6.230400956380483,207.5447090032764,39.75180130329856,sugarcane
114.60792728420486,60.890208820449224,39.92799593226288,22.857218584560147,73.7033505426561,6.525099059170269,149.71070907453228,42.87752930844272,maize
167.85176837630826,,76.84711450144346,32.55506607233548,76.83249915486745,6.917977435508047,134.0504895676567,62.39895687152772,cotton
95.10298650579894,69.95555211879105,66.57703764104586,20.561705823538936,63.39302199453432,6.759638141447386,24.74830910104221,23.374808529114976,maize
149.87791891638972,59.3381810639154,130.5199524050306,24.456124709696837,42.23699842157306,7.317756725895691,292.0568000408616,61.96116349166892,sugarcane
180.8898839605759,69.13525916577342,56.22826349642601,22.09222964652729,69.44992895913208,6.605156310296763,172.43729556448613,76.67698477785225,maize
53.874061456512656,53.65694191145385,46.46947780627861,32.66435784697843,87.93147321727045,6.584635194209001,42.12553675300319,32.90357730979142,rice
113.85058727930142,106.18060048180216,,23.814320147592984,60.0404343782095,5.943908472463326,117.23958866430974,50.53542817499696,potato
147.47559120641773,53.89666233229203,54.939757747654845,13.252705355158643,55.30129234959571,,272.33341482352375,43.9409625754558,wheat
134.7335710995195,,51.3751375735685,28.873270054035444,76.25163925523754,6.667841199502872,217.9047338079553,38.586820639788485,cotton
6.7778270696949185,68.2239031706757,99.7580977113192,27.182730261398156,44.0235432992111,6.194870931818928,282.47255174327967,30.563153623222057,soybean
138.78719835875518,71.19670472601807,70.72898363884062,20.985791622175395,68.21894467432816,6.4707073653442375,137.54614226255168,28.771092021832565,maize
149.93663673679714,68.50153539353823,107.27683889512919,35.2187840488643,42.27015284838852,7.552650261212376,237.314744929925,34.58877877467477,sugarcane
110.57167127828947,96.89092034339791,201.92852751351558,20.636816979460896,32.415995162332365,5.8432839025754735,251.4909839075863,41.58375144139606,potato
102.28046531463917,89.23372239396645,91.68219869632335,17.426512556946818,31.041198173805064,,179.25068304669327,43.72092922220402,cotton
138.97563839112317,73.51668490362157,75.30596149823155,27.29965459144632,70.17289191785163,7.253437923551545,182.32591434844628,72.9679437437044,cotton
112.52306023031602,33.08060330415073,54.77398208553315,22.627488579766528,,7.427537100952509,49.1059257711682,74.109031339411,wheat
87.3179398731115,48.11947842209875,63.134910290607316,20.529029824680567,63.1345191069909,6.214171188238247,157.0961939217593,37.60583746517328,maize
57.52907457800811,40.11216001382439,54.602577302477044,28.684828317434075,38.322472512848655,6.029159562682191,247.21541148387007,43.923716918931504,rice
179.97368894561995,76.54951753384577,121.42057702273466,19.98927302261109,37.899884882764,7.9628987089110685,246.23679966024469,60.69587583671923,sugarcane
138.76735872348695,48.60286871556623,58.82989971722004,,63.99428670966729,6.437029926135241,287.8838030125588,23.002905464044073,cotton
79.63336730584285,48.70862325079626,36.290319641992845,21.17750479947939,30.919019020768125,6.953414980605305,220.97429318245926,68.24779217421727,wheat
,74.3742246980209,104.99348576545196,29.38293198352671,38.47589663259556,6.9969791976250955,221.92674969532982,58.093802820158324,sugarcane
158.10117869229467,75.50562131964969,107.32673064978,23.30849992071566,81.24776376145239,7.595802723099669,,30.283205087356404,sugarcane
162.98259615082986,61.7123112704521,127.61374831718227,26.3729100298884,41.55840778668703,7.038370324682111,81.88082189272231,44.01641432636369,sugarcane
131.927763361357,73.10096454172773,,8.969001683767331,38.550699939613715,7.6816983820965525,240.03069178841082,41.50607525842908,wheat
141.4499974421084,24.305631609003164,30.093374301347232,21.947961079276848,60.19084314149559,6.790064078568302,39.55479099325866,38.3291699239275,maize
197.81140531572558,68.13668915811053,109.5499084500833,27.047654033916302,46.37646819825124,6.4081154569300365,142.22917979015244,40.338092751813164,sugarcane
3.172088459405547,98.86816019824133,58.15786357285238,10.53941066355847,47.19963118282556,6.288886980763662,298.9589919144501,65.3512164830517,soybean
171.37546597755443,74.7457081139324,137.98226520735153,20.899546933284313,61.698999757060086,6.886106789210174,207.78011270348253,39.81008591322917,sugarcane
133.0649426801391,56.12739287914082,35.06207896592649,19.59684797334384,40.291893478498075,7.466178691464014,35.03814732959064,75.58878174864739,maize
157.58192829036562,69.74217004125319,16.96196333502416,35.92183835490316,52.770093185918746,8.709866480483953,45.49273723855694,76.48354132962092,cotton
119.96312811163165,30.211467133334786,46.12471034312367,,31.54538596700466,6.870796001000995,214.3999997694255,59.87209023144304,wheat
